In Cart,Recommendation,Support,Confidence,Lift
appliances.kitchen.grill,electronics.audio.headphone + appliances.kitchen.washer,0.125,0.5,4.0
appliances.kitchen.grill,electronics.smartphone + appliances.kitchen.washer,0.125,0.5,4.0
appliances.kitchen.grill,computers.network.router + computers.peripherals.mouse,0.125,0.5,4.0
appliances.kitchen.grill,computers.network.router + country_yard.weather_station,0.125,0.5,4.0
appliances.kitchen.grill,computers.network.router + electronics.audio.headphone,0.125,0.5,4.0
appliances.kitchen.grill,computers.network.router + electronics.smartphone,0.125,0.5,4.0
appliances.kitchen.grill,computers.peripherals.mouse + computers.peripherals.keyboard,0.125,0.5,4.0
appliances.kitchen.grill,computers.peripherals.scanner + computers.peripherals.keyboard,0.125,0.5,4.0
appliances.kitchen.grill,computers.peripherals.keyboard + electronics.audio.headphone,0.125,0.5,4.0
appliances.kitchen.grill,computers.peripherals.keyboard + furniture.kitchen.table,0.125,0.5,4.0
appliances.kitchen.grill,computers.peripherals.scanner + computers.peripherals.mouse,0.125,0.5,4.0
appliances.kitchen.grill,computers.peripherals.mouse + country_yard.weather_station,0.125,0.5,4.0
appliances.kitchen.grill,computers.peripherals.mouse + furniture.kitchen.table,0.125,0.5,4.0
appliances.kitchen.grill,computers.peripherals.scanner + electronics.audio.headphone,0.125,0.5,4.0
appliances.kitchen.grill,computers.peripherals.scanner + furniture.kitchen.table,0.125,0.5,4.0
appliances.kitchen.grill,electronics.audio.headphone + country_yard.weather_station,0.125,0.5,4.0
appliances.kitchen.grill,electronics.smartphone + country_yard.weather_station,0.125,0.5,4.0
appliances.kitchen.grill,electronics.audio.headphone + furniture.kitchen.table,0.125,0.5,4.0
appliances.kitchen.hood,appliances.kitchen.refrigerators + appliances.kitchen.oven,0.125,1.0,8.0
appliances.kitchen.hood,appliances.personal.scales + appliances.kitchen.oven,0.125,1.0,8.0
appliances.kitchen.hood,computers.peripherals.printer + appliances.kitchen.oven,0.125,1.0,8.0
appliances.kitchen.hood,electronics.audio.headphone + appliances.kitchen.oven,0.125,1.0,8.0
appliances.kitchen.hood,computers.peripherals.printer + appliances.kitchen.refrigerators,0.125,1.0,8.0
appliances.kitchen.hood,appliances.kitchen.refrigerators + electronics.audio.headphone,0.125,1.0,4.0
appliances.kitchen.hood,appliances.personal.scales + computers.peripherals.printer,0.125,1.0,8.0
appliances.kitchen.hood,appliances.personal.scales + electronics.audio.headphone,0.125,1.0,4.0
appliances.kitchen.hood,computers.peripherals.printer + electronics.audio.headphone,0.125,1.0,8.0
appliances.kitchen.kettle,computers.components.hdd + appliances.kitchen.microwave,0.125,1.0,8.0
appliances.kitchen.kettle,computers.peripherals.mouse + appliances.kitchen.microwave,0.125,1.0,4.0
appliances.kitchen.kettle,electronics.audio.headphone + appliances.kitchen.microwave,0.125,1.0,4.0
appliances.kitchen.kettle,electronics.smartphone + appliances.kitchen.microwave,0.125,1.0,4.0
appliances.kitchen.kettle,sport.bicycle + appliances.kitchen.microwave,0.125,1.0,8.0
appliances.kitchen.kettle,computers.components.hdd + computers.peripherals.mouse,0.125,1.0,8.0
appliances.kitchen.kettle,computers.components.hdd + electronics.audio.headphone,0.125,1.0,8.0
appliances.kitchen.kettle,computers.components.hdd + electronics.smartphone,0.125,1.0,8.0
appliances.kitchen.kettle,computers.components.hdd + sport.bicycle,0.125,1.0,8.0
appliances.kitchen.kettle,computers.peripherals.mouse + electronics.smartphone,0.125,1.0,4.0
appliances.kitchen.kettle,computers.peripherals.mouse + sport.bicycle,0.125,1.0,8.0
appliances.kitchen.kettle,electronics.audio.headphone + sport.bicycle,0.125,1.0,8.0
appliances.kitchen.kettle,electronics.smartphone + sport.bicycle,0.125,1.0,8.0
appliances.kitchen.microwave,computers.network.router + appliances.kitchen.washer,0.125,0.5,4.0
appliances.kitchen.microwave,computers.peripherals.mouse + appliances.kitchen.washer,0.125,0.5,4.0
appliances.kitchen.microwave,appliances.kitchen.washer + country_yard.weather_station,0.125,0.5,4.0
appliances.kitchen.microwave,electronics.audio.headphone + appliances.kitchen.washer,0.125,0.5,4.0
appliances.kitchen.microwave,electronics.smartphone + appliances.kitchen.washer,0.125,0.5,4.0
appliances.kitchen.microwave,computers.components.hdd + computers.peripherals.mouse,0.125,0.5,4.0
appliances.kitchen.microwave,computers.components.hdd + electronics.audio.headphone,0.125,0.5,4.0
appliances.kitchen.microwave,computers.components.hdd + electronics.smartphone,0.125,0.5,4.0
appliances.kitchen.microwave,computers.components.hdd + sport.bicycle,0.125,0.5,4.0
appliances.kitchen.microwave,computers.network.router + computers.peripherals.mouse,0.125,0.5,4.0
appliances.kitchen.microwave,computers.network.router + country_yard.weather_station,0.125,0.5,4.0
appliances.kitchen.microwave,computers.network.router + electronics.audio.headphone,0.125,0.5,4.0
appliances.kitchen.microwave,computers.network.router + electronics.smartphone,0.125,0.5,4.0
appliances.kitchen.microwave,computers.peripherals.mouse + country_yard.weather_station,0.125,0.5,4.0
appliances.kitchen.microwave,computers.peripherals.mouse + electronics.smartphone,0.25,1.0,4.0
appliances.kitchen.microwave,computers.peripherals.mouse + sport.bicycle,0.125,0.5,4.0
appliances.kitchen.microwave,electronics.audio.headphone + country_yard.weather_station,0.125,0.5,4.0
appliances.kitchen.microwave,electronics.smartphone + country_yard.weather_station,0.125,0.5,4.0
appliances.kitchen.microwave,electronics.audio.headphone + sport.bicycle,0.125,0.5,4.0
appliances.kitchen.microwave,electronics.smartphone + sport.bicycle,0.125,0.5,4.0
appliances.kitchen.oven,computers.peripherals.printer + appliances.kitchen.refrigerators,0.125,1.0,8.0
appliances.kitchen.oven,appliances.kitchen.refrigerators + electronics.audio.headphone,0.125,1.0,4.0
appliances.kitchen.oven,appliances.personal.scales + computers.peripherals.printer,0.125,1.0,8.0
appliances.kitchen.oven,appliances.personal.scales + electronics.audio.headphone,0.125,1.0,4.0
appliances.kitchen.oven,computers.peripherals.printer + electronics.audio.headphone,0.125,1.0,8.0
appliances.kitchen.toster,appliances.kitchen.refrigerators + appliances.personal.massager,0.125,1.0,8.0
appliances.kitchen.toster,appliances.kitchen.refrigerators + electronics.audio.headphone,0.125,1.0,4.0
appliances.kitchen.toster,electronics.smartphone + appliances.kitchen.refrigerators,0.125,1.0,4.0
appliances.kitchen.toster,appliances.kitchen.refrigerators + electronics.tablet,0.125,1.0,8.0
appliances.personal.massager,appliances.kitchen.refrigerators + electronics.audio.headphone,0.125,1.0,4.0
appliances.personal.massager,electronics.smartphone + appliances.kitchen.refrigerators,0.125,1.0,4.0
appliances.personal.massager,appliances.kitchen.refrigerators + electronics.tablet,0.125,1.0,8.0
computers.components.cpu,electronics.smartphone + appliances.kitchen.refrigerators,0.125,1.0,4.0
computers.components.cpu,appliances.kitchen.refrigerators + electronics.video.tv,0.125,1.0,8.0
computers.components.cpu,appliances.kitchen.refrigerators + furniture.kitchen.table,0.125,1.0,8.0
computers.peripherals.printer,appliances.kitchen.refrigerators + electronics.audio.headphone,0.125,1.0,4.0
electronics.video.tv,electronics.smartphone + appliances.kitchen.refrigerators,0.125,1.0,4.0
electronics.video.tv,appliances.kitchen.refrigerators + furniture.kitchen.table,0.125,1.0,8.0
appliances.kitchen.toster,appliances.personal.scales + appliances.personal.massager,0.125,1.0,8.0
appliances.kitchen.toster,electronics.audio.headphone + appliances.personal.massager,0.125,1.0,8.0
appliances.kitchen.toster,electronics.smartphone + appliances.personal.massager,0.125,1.0,8.0
appliances.kitchen.toster,electronics.tablet + appliances.personal.massager,0.125,1.0,8.0
appliances.kitchen.toster,appliances.personal.scales + electronics.audio.headphone,0.125,1.0,4.0
appliances.kitchen.toster,electronics.smartphone + appliances.personal.scales,0.125,1.0,4.0
appliances.kitchen.toster,appliances.personal.scales + electronics.tablet,0.125,1.0,8.0
appliances.kitchen.toster,electronics.audio.headphone + electronics.tablet,0.125,1.0,4.0
appliances.kitchen.toster,electronics.smartphone + electronics.tablet,0.125,1.0,8.0
appliances.kitchen.washer,computers.network.router + computers.peripherals.mouse,0.125,1.0,8.0
appliances.kitchen.washer,computers.network.router + country_yard.weather_station,0.125,1.0,8.0
appliances.kitchen.washer,computers.network.router + electronics.audio.headphone,0.125,1.0,8.0
appliances.kitchen.washer,computers.network.router + electronics.smartphone,0.125,1.0,8.0
appliances.kitchen.washer,computers.peripherals.mouse + country_yard.weather_station,0.125,1.0,8.0
appliances.kitchen.washer,computers.peripherals.mouse + electronics.smartphone,0.125,1.0,4.0
appliances.kitchen.washer,electronics.audio.headphone + country_yard.weather_station,0.125,1.0,8.0
appliances.kitchen.washer,electronics.smartphone + country_yard.weather_station,0.125,1.0,8.0
appliances.personal.massager,appliances.personal.scales + electronics.audio.headphone,0.125,1.0,4.0
appliances.personal.massager,electronics.smartphone + appliances.personal.scales,0.125,1.0,4.0
appliances.personal.massager,appliances.personal.scales + electronics.tablet,0.125,1.0,8.0
appliances.personal.massager,electronics.audio.headphone + electronics.tablet,0.125,1.0,4.0
appliances.personal.massager,electronics.smartphone + electronics.tablet,0.125,1.0,8.0
computers.components.cpu,electronics.smartphone + appliances.personal.scales,0.125,1.0,4.0
computers.components.cpu,appliances.personal.scales + electronics.video.tv,0.125,1.0,8.0
computers.components.cpu,appliances.personal.scales + furniture.kitchen.table,0.125,1.0,8.0
computers.peripherals.printer,appliances.personal.scales + electronics.audio.headphone,0.125,1.0,4.0
electronics.video.tv,electronics.smartphone + appliances.personal.scales,0.125,1.0,4.0
electronics.video.tv,appliances.personal.scales + furniture.kitchen.table,0.125,1.0,8.0
computers.components.cpu,electronics.smartphone + electronics.video.tv,0.125,1.0,8.0
computers.components.cpu,electronics.smartphone + furniture.kitchen.table,0.125,1.0,8.0
computers.components.cpu,electronics.video.tv + furniture.kitchen.table,0.125,1.0,8.0
computers.components.hdd,computers.peripherals.mouse + electronics.smartphone,0.125,1.0,4.0
computers.components.hdd,computers.peripherals.mouse + sport.bicycle,0.125,1.0,8.0
computers.components.hdd,electronics.audio.headphone + sport.bicycle,0.125,1.0,8.0
computers.components.hdd,electronics.smartphone + sport.bicycle,0.125,1.0,8.0
computers.network.router,computers.peripherals.mouse + country_yard.weather_station,0.125,1.0,8.0
computers.network.router,computers.peripherals.mouse + electronics.smartphone,0.125,1.0,4.0
computers.network.router,electronics.audio.headphone + country_yard.weather_station,0.125,1.0,8.0
computers.network.router,electronics.smartphone + country_yard.weather_station,0.125,1.0,8.0
computers.peripherals.keyboard,computers.peripherals.scanner + computers.peripherals.mouse,0.125,1.0,8.0
computers.peripherals.keyboard,computers.peripherals.mouse + furniture.kitchen.table,0.125,1.0,8.0
computers.peripherals.keyboard,computers.peripherals.scanner + electronics.audio.headphone,0.125,1.0,8.0
computers.peripherals.keyboard,computers.peripherals.scanner + furniture.kitchen.table,0.125,1.0,8.0
computers.peripherals.keyboard,electronics.audio.headphone + furniture.kitchen.table,0.125,1.0,8.0
computers.peripherals.scanner,computers.peripherals.mouse + furniture.kitchen.table,0.125,1.0,8.0
country_yard.weather_station,computers.peripherals.mouse + electronics.smartphone,0.125,1.0,4.0
sport.bicycle,computers.peripherals.mouse + electronics.smartphone,0.125,1.0,4.0
computers.peripherals.scanner,electronics.audio.headphone + furniture.kitchen.table,0.125,1.0,8.0
electronics.video.tv,electronics.smartphone + furniture.kitchen.table,0.125,1.0,8.0
208.31,appliances.kitchen.dishwasher + appliances.environment.air_conditioner + appliances.environment.vacuum,0.125,1.0,8.0
208.31,appliances.environment.vacuum + appliances.environment.air_conditioner + appliances.kitchen.hood,0.125,1.0,8.0
208.31,appliances.environment.air_conditioner + appliances.environment.vacuum + appliances.kitchen.oven,0.125,1.0,8.0
208.31,appliances.environment.air_conditioner + appliances.kitchen.refrigerators + appliances.environment.vacuum,0.125,1.0,8.0
208.31,appliances.personal.scales + appliances.environment.air_conditioner + appliances.environment.vacuum,0.125,1.0,8.0
208.31,computers.peripherals.printer + appliances.environment.air_conditioner + appliances.environment.vacuum,0.125,1.0,8.0
208.31,appliances.environment.air_conditioner + electronics.audio.headphone + appliances.environment.vacuum,0.125,1.0,8.0
208.31,appliances.kitchen.dishwasher + appliances.environment.air_conditioner + appliances.kitchen.hood,0.125,1.0,8.0
208.31,appliances.kitchen.dishwasher + appliances.environment.air_conditioner + appliances.kitchen.oven,0.125,1.0,8.0
208.31,appliances.kitchen.dishwasher + appliances.environment.air_conditioner + appliances.kitchen.refrigerators,0.125,1.0,8.0
208.31,appliances.kitchen.dishwasher + appliances.personal.scales + appliances.environment.air_conditioner,0.125,1.0,8.0
208.31,appliances.kitchen.dishwasher + computers.peripherals.printer + appliances.environment.air_conditioner,0.125,1.0,8.0
208.31,appliances.kitchen.dishwasher + appliances.environment.air_conditioner + electronics.audio.headphone,0.125,1.0,8.0
208.31,appliances.environment.air_conditioner + appliances.kitchen.hood + appliances.kitchen.oven,0.125,1.0,8.0
208.31,appliances.environment.air_conditioner + appliances.kitchen.refrigerators + appliances.kitchen.hood,0.125,1.0,8.0
208.31,appliances.personal.scales + appliances.environment.air_conditioner + appliances.kitchen.hood,0.125,1.0,8.0
208.31,computers.peripherals.printer + appliances.environment.air_conditioner + appliances.kitchen.hood,0.125,1.0,8.0
208.31,appliances.environment.air_conditioner + electronics.audio.headphone + appliances.kitchen.hood,0.125,1.0,8.0
208.31,appliances.kitchen.refrigerators + appliances.environment.air_conditioner + appliances.kitchen.oven,0.125,1.0,8.0
208.31,appliances.personal.scales + appliances.environment.air_conditioner + appliances.kitchen.oven,0.125,1.0,8.0
208.31,computers.peripherals.printer + appliances.environment.air_conditioner + appliances.kitchen.oven,0.125,1.0,8.0
208.31,appliances.environment.air_conditioner + electronics.audio.headphone + appliances.kitchen.oven,0.125,1.0,8.0
208.31,appliances.environment.air_conditioner + appliances.personal.scales + appliances.kitchen.refrigerators,0.125,1.0,4.0
208.31,appliances.environment.air_conditioner + computers.peripherals.printer + appliances.kitchen.refrigerators,0.125,1.0,8.0
208.31,appliances.kitchen.refrigerators + appliances.environment.air_conditioner + electronics.audio.headphone,0.125,1.0,4.0
208.31,appliances.personal.scales + appliances.environment.air_conditioner + computers.peripherals.printer,0.125,1.0,8.0
208.31,appliances.environment.air_conditioner + appliances.personal.scales + electronics.audio.headphone,0.125,1.0,4.0
208.31,appliances.environment.air_conditioner + computers.peripherals.printer + electronics.audio.headphone,0.125,1.0,8.0
208.31,appliances.kitchen.dishwasher + appliances.environment.vacuum + appliances.kitchen.hood,0.125,1.0,8.0
208.31,appliances.kitchen.dishwasher + appliances.environment.vacuum + appliances.kitchen.oven,0.125,1.0,8.0
208.31,appliances.kitchen.dishwasher + appliances.kitchen.refrigerators + appliances.environment.vacuum,0.125,1.0,8.0
